-0.054094702	-0.046806626	0.0507036	-0.018779797	0.017341845	0.037258185	0.014211276	0.08520912	-0.051427662	0.041718125	0.029659694	-0.0056057856	-0.05899689	0.041816745	0.016951056	-0.04942282
-0.012611338	-0.013646655	-0.02483961	0.014051605	0.04047826	0.036494926	-0.036399595	0.03104368	-0.006499683	0.053332858	-0.000180313	0.027472211	-0.08825363	0.068571046	0.041011795	-0.08857021
-0.12431425	-0.0071158987	-0.053197786	0.05156042	0.058581844	0.0867868	-0.010088904	0.087959565	0.022974476	-0.0032183505	0.049465604	0.003922987	-0.03550645	0.049363274	-0.054149803	-0.08077089
-0.050278816	-0.056221053	-0.06038775	0.032790978	-0.03653681	-0.04903235	-0.093387805	0.11265564	-0.021293074	0.007934129	-0.00239473	0.039301846	-0.07790709	0.06116535	-0.02569124	-0.041021522
0.0050931703	-0.09900618	-0.03215188	0.04551831	-0.017510269	0.04197927	-0.020424591	0.07447031	-0.02236508	0.05167001	0.046537515	0.07712297	0.009823923	-0.015482093	-0.012771332	-0.049057946
-0.114037775	-0.019935457	0.003766297	0.08993341	-0.029550178	0.033940013	-0.045190554	0.023848867	0.023310905	0.010111847	-0.06428072	0.08241931	-0.0023516028	0.08417573	-0.010820183	-0.010519468
0.015036412	-0.04507742	-0.015512932	0.06161631	-0.028581461	0.013700588	-0.043078616	0.117856786	0.052751206	-0.001329869	0.068147115	-0.011303925	-0.0784328	0.106755756	0.012666405	-0.07706082
-0.04305512	-0.0450574	-0.02120195	0.028075293	-0.0061805546	0.0057013035	-0.044492595	0.01404537	0.011304403	-0.022021655	-0.01568028	0.06480422	-0.090736546	0.040395327	0.040231086	-0.07113215
-0.08072836	0.038576107	0.027633945	0.038193803	-0.004855283	-0.0123728765	-0.05577322	0.10102659	-0.07052471	0.0485644	0.04594488	0.015060184	-0.10784891	0.100212134	-0.009118461	-0.037872545
0.021762734	0.003535952	-0.016069325	0.024758734	0.0642977	0.016685616	-0.053675093	0.040740646	-0.054985646	-0.018273877	0.03873801	-0.036828592	-0.023970935	-0.03943985	-0.09478556	-0.058566865
-0.007700177	-0.06455729	-0.07012413	0.029076325	0.015006512	0.032494187	-0.05377874	0.03848593	-0.026122233	0.01777851	0.036605142	-0.002203118	-0.086249955	-0.054616865	0.04014185	-0.079760134
0.000673629	-0.04229047	-0.01966751	0.023115901	0.015840536	-0.06877852	-0.05396679	0.106642224	-0.052626625	0.014421126	0.034408752	0.037889183	-0.1396258	0.025476841	0.00673794	-0.06775734
-0.07513337	-0.06887401	-0.006318976	0.016825492	-0.034752052	-0.025119927	-0.01420008	-0.0037664897	-0.021253802	0.12148331	-0.071374826	0.018944992	-0.10547015	0.08884133	-0.04554576	-0.07849503
